,Hours in ICU,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
53,54,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
54,55,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
55,56,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
56,57,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
57,58,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
58,59,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
59,60,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
60,61,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
61,62,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
62,63,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
63,64,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
64,65,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
65,66,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
66,67,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
67,68,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
68,69,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
69,70,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
70,71,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
71,72,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436767,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.000436915,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.002203394,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.004168848,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832,0.001492832
72,73,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047
73,74,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047
74,75,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000451167,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.000828109,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.002276034,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.004306284,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047,0.001542047
