,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
22,23,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651
23,24,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.00175916,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.003229502,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.008874567,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.016790786,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651,0.006012651
24,25,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
25,26,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
26,27,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
27,28,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
28,29,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
29,30,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
30,31,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
31,32,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
32,33,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
33,34,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
34,35,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
35,36,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
36,37,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
37,38,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
38,39,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
39,40,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
40,41,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
41,42,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
42,43,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
43,44,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.001172773,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.002153002,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.005916378,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.011193858,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434,0.004008434
